epoch,split,loss,acc,bal_acc,precision0,recall0,f1_0,precision1,recall1,f1_1,pos_rate_train,pos_weight,cached_on_gpu,amp
1,train,0.2094335071780076,0.7962649284933211,0.7963165298749497,0.730788514891199,0.9378834026854275,0.8214849327421657,0.9134074871426863,0.6547496570644719,0.7627465667915106,0.7429618988400266,0.3459640443325043,1,1
1,val,0.22105809165162565,0.7166464155528554,0.7915561773526663,0.4704616120545324,0.9434052757793765,0.6278327481646984,0.9708570017288219,0.639707078925956,0.7712379831273298,0.7429618988400266,0.3459640443325043,1,1
2,train,0.17260721467221135,0.8326507858230237,0.8320025404480369,0.7644232396034244,0.9640266279764445,0.8526997187989507,0.9506613601779235,0.6999784529196293,0.8062842818495445,0.7429618988400266,0.3459640443325043,1,1
2,val,0.19900169689774078,0.7656136087484812,0.8297340646603953,0.5202808112324493,0.9597122302158273,0.6747597369752149,0.9808394160583942,0.6997558991049634,0.8167917181118816,0.7429618988400266,0.3459640443325043,1,1
3,train,0.20416077918069983,0.8615750766525869,0.8616000936952717,0.852247496962842,0.874146006101491,0.8630578652638724,0.871354532677442,0.8490541812890525,0.8600598257250618,0.7429618988400266,0.3459640443325043,1,1
3,val,0.16512945510202595,0.8512758201701094,0.8571523903741125,0.6558089033659066,0.8690647482014389,0.7475247524752476,0.9500640204865557,0.845240032546786,0.8945918015845676,0.7429618988400266,0.3459640443325043,1,1
4,train,0.16765509491679767,0.8563434035892707,0.8572001230856321,0.8016641508044623,0.9431281673669164,0.8666613596561057,0.9325906150528802,0.7712720788043478,0.8442946781315361,0.7429618988400266,0.3459640443325043,1,1
4,val,0.17160350512328443,0.8170109356014581,0.8560717902488424,0.5871725383920506,0.935251798561151,0.7214206437291897,0.9724994907313098,0.7768917819365337,0.8637597249864302,0.7429618988400266,0.3459640443325043,1,1
5,train,0.17954309974487576,0.8285555007611656,0.8296817513070969,0.7612740351362567,0.9526962693672639,0.8462957979316443,0.9383287253850928,0.7066672332469298,0.8061857669187512,0.7429618988400266,0.3459640443325043,1,1
5,val,0.20419159720981106,0.7687727825030377,0.8285223407929474,0.5240868184224458,0.9496402877697842,0.6754221388367729,0.9764150943396226,0.7074043938161106,0.8204208738322166,0.7429618988400266,0.3459640443325043,1,1
6,train,0.16744807021841643,0.8576513218550998,0.8577576832223379,0.8043351122158052,0.9447855394787686,0.8689214002250785,0.9333022146154245,0.7707298269659072,0.8442609491191442,0.7429618988400266,0.3459640443325043,1,1
6,val,0.17598943130213898,0.8080194410692588,0.8503675172148693,0.5742865548690791,0.93621103117506,0.711889132020423,0.9724694680190437,0.7645240032546786,0.8560495626822158,0.7429618988400266,0.3459640443325043,1,1
7,train,0.15572235247838298,0.851304702073372,0.8515184677075083,0.7841098748261475,0.9688104137131074,0.8667294425120589,0.9593937021086191,0.734226521701909,0.8318420988821804,0.7429618988400266,0.3459640443325043,1,1
7,val,0.1787643072056162,0.7910085054678008,0.8486410546095264,0.5498497678229992,0.9654676258992806,0.7006613296206058,0.9842416283650689,0.7318144833197722,0.8394623856636177,0.7429618988400266,0.3459640443325043,1,1
8,train,0.16281476786737595,0.8471450931623749,0.8478601329749458,0.7835496304678383,0.9564879564879565,0.8614248226261055,0.9450980392156862,0.739232309461935,0.8295842994764898,0.7429618988400266,0.3459640443325043,1,1
8,val,0.18506289813961757,0.7912515188335358,0.8440505528856004,0.5509863851069742,0.9510791366906475,0.6977480647431387,0.9779745195422155,0.7370219690805533,0.8405716406829993,0.7429618988400266,0.3459640443325043,1,1
9,train,0.15912114082904288,0.838289843264221,0.839006141420446,0.7621359223300971,0.981165416774416,0.8578911667169129,0.9739400083487387,0.6968468660664761,0.8124160573048799,0.7429618988400266,0.3459640443325043,1,1
9,val,0.20017786631462495,0.7639125151883354,0.83350660399264,0.5181030086690463,0.9745803357314149,0.6765440319627102,0.9876973073351903,0.692432872253865,0.8141203482253899,0.7429618988400266,0.3459640443325043,1,1
10,train,0.15208481715053124,0.8712022127404104,0.8705590334417818,0.8232513479577517,0.9480712797176031,0.8812634658338439,0.9375798783293288,0.7930467871659604,0.8592780003279687,0.7429618988400266,0.3459640443325043,1,1
10,val,0.15594949910591469,0.8279465370595382,0.8654545525499862,0.6027018728891618,0.9414868105515588,0.7349307375514788,0.9754675246330183,0.7894222945484134,0.8726389638424178,0.7429618988400266,0.3459640443325043,1,1
11,train,0.1537049202052241,0.8640622654859667,0.8625385931597325,0.8101347246542544,0.956661180740178,0.8773219814241486,0.9449506861063465,0.7684160055792869,0.847588826385884,0.7429618988400266,0.3459640443325043,1,1
11,val,0.16464409653645096,0.8143377885783718,0.8580843055417342,0.5821291654379239,0.9467625899280575,0.7209642074506939,0.977061376317421,0.7694060211554109,0.8608885651857247,0.7429618988400266,0.3459640443325043,1,1
12,train,0.14997267947660056,0.8737751667059757,0.8731717187510546,0.8263076011260928,0.9490321208253563,0.8834280509296846,0.939011352644708,0.7973113166767528,0.8623793159875635,0.7429618988400266,0.3459640443325043,1,1
12,val,0.15408719205190025,0.8329283110571082,0.8694243628693465,0.6101116625310173,0.9434052757793765,0.7410058391410811,0.9764282860567319,0.7954434499593165,0.8766926733028427,0.7429618988400266,0.3459640443325043,1,1
13,train,0.1459599192685151,0.865841891978816,0.8667367370028225,0.8045632050911194,0.9631216725100636,0.8767312200791977,0.9551177369225096,0.7703518014955812,0.8528422587549095,0.7429618988400266,0.3459640443325043,1,1
13,val,0.15787289686147962,0.8206561360874848,0.8658010938685992,0.5900088678687555,0.9573141486810551,0.7300658376005852,0.9816381266762946,0.7742880390561432,0.8657205240174674,0.7429618988400266,0.3459640443325043,1,1
14,train,0.15117574412946075,0.849310662750059,0.8504028722047742,0.7761721699732271,0.9780709342560554,0.8655031193784208,0.9710368466152528,0.722734810153493,0.828685647425897,0.7429618988400266,0.3459640443325043,1,1
14,val,0.17552539135169867,0.7907654921020656,0.8506964973180122,0.5491736656732593,0.9721822541966427,0.7018698060941828,0.9872218550341485,0.7292107404393816,0.8388244103332085,0.7429618988400266,0.3459640443325043,1,1
15,train,0.14956284445500828,0.8655631552992131,0.865008081393041,0.8107736804049168,0.9558434916034438,0.8773522162669692,0.9454133515991359,0.774172671182638,0.8512667235980643,0.7429618988400266,0.3459640443325043,1,1
15,val,0.16065772135955886,0.8228432563791008,0.8655228461657036,0.5937780436733473,0.9520383693045563,0.7313927781871776,0.9795375485983221,0.779007323026851,0.8678390137781,0.7429618988400266,0.3459640443325043,1,1
16,train,0.14091427761450873,0.8574583503076824,0.8575984149036944,0.7864986746531722,0.9808526166659511,0.8729891865041458,0.9746446844798181,0.7343442131414375,0.8376001563416063,0.7429618988400266,0.3459640443325043,1,1
16,val,0.16481845574781642,0.7944106925880924,0.8539297122107034,0.5535276491419232,0.9745803357314149,0.7060458651841558,0.9883746435621847,0.7332790886899918,0.8419282511210763,0.7429618988400266,0.3459640443325043,1,1
17,train,0.15003418197478782,0.8298419777439482,0.8295050931236938,0.7496602601436614,0.9914840807942485,0.8537789733574087,0.9873514269370114,0.6675261054531391,0.7965336888524254,0.7429618988400266,0.3459640443325043,1,1
17,val,0.18701159477161464,0.7512758201701094,0.829322351719926,0.504656862745098,0.9875299760191847,0.6679643146796431,0.9937349397590362,0.6711147274206672,0.8011656143759107,0.7429618988400266,0.3459640443325043,1,1
18,train,0.1386464343847829,0.8704303265507408,0.8707297107315864,0.8077844954029979,0.9711827956989247,0.8819795715094818,0.9641442791394627,0.7702766257642482,0.8563755199049318,0.7429618988400266,0.3459640443325043,1,1
18,val,0.15502797388726278,0.8216281895504253,0.869303970981067,0.5904426854294929,0.965947242206235,0.7328966521106259,0.9852666528325379,0.7726606997558991,0.8661072601240424,0.7429618988400266,0.3459640443325043,1,1
19,train,0.1366045936006285,0.8541563927185403,0.8532265331470692,0.7796860324701462,0.9900332225913622,0.8723587915181085,0.9860937778570155,0.7164198437027762,0.8298989696909072,0.7429618988400266,0.3459640443325043,1,1
19,val,0.16214639126964792,0.7850546780072905,0.8495657501663437,0.5418875927889714,0.9803357314148681,0.6979682431278811,0.9908030506953791,0.7187957689178194,0.8331604262944451,0.7429618988400266,0.3459640443325043,1,1
20,train,0.13438444902111218,0.8696369990780248,0.8694021237995717,0.8063350340136054,0.9737292486736265,0.8821614078610744,0.9666576160738528,0.7650749989255168,0.8541336788061993,0.7429618988400266,0.3459640443325043,1,1
20,val,0.15043177905595462,0.8166464155528554,0.8664432489809617,0.5832851359167148,0.9673860911270983,0.7277647483312286,0.9857502095557418,0.765500406834825,0.8617752129705962,0.7429618988400266,0.3459640443325043,1,1
21,train,0.1373452369573633,0.8620039023135144,0.8608509098344599,0.7937560104409946,0.9816922946223771,0.8777773557674048,0.9754037550647721,0.7400095250465428,0.8415558838010833,0.7429618988400266,0.3459640443325043,1,1
21,val,0.16443262423229102,0.7975698663426488,0.8560452533010208,0.5574759945130315,0.9745803357314149,0.7092495636998255,0.9884405670665213,0.7375101708706265,0.8447343895619758,0.7429618988400266,0.3459640443325043,1,1
22,train,0.14062733218556608,0.8746328180278308,0.8747379942644533,0.8209383624655013,0.9578789179905539,0.884137521054196,0.9495992601726264,0.7915970705383528,0.8634293322121785,0.7429618988400266,0.3459640443325043,1,1
22,val,0.15111463728608657,0.8342648845686512,0.873805105630711,0.6106846791525944,0.9539568345323741,0.744664919505803,0.9806957570882767,0.793653376729048,0.877316064040295,0.7429618988400266,0.3459640443325043,1,1
23,train,0.13868710914059484,0.8563434035892707,0.8562735295151117,0.7827801958650707,0.9866278073032745,0.8729616989002654,0.9818930996459869,0.7259192517269489,0.834722975973161,0.7429618988400266,0.3459640443325043,1,1
23,val,0.17197112411007123,0.7880923450789793,0.8508077183493238,0.5456248327535457,0.9779376498800959,0.700446581930608,0.9897618517694191,0.7236777868185517,0.8360594096634706,0.7429618988400266,0.3459640443325043,1,1
24,train,0.13732769965570196,0.8628829949184159,0.86263723308422,0.7962581590980488,0.9761232349165597,0.8770641496376324,0.9689827682045581,0.7491512312518802,0.8450035143847403,0.7429618988400266,0.3459640443325043,1,1
24,val,0.161509732092716,0.8034021871202917,0.8580495733600264,0.5653512454520011,0.9688249400479616,0.7140332272887946,0.9860425166416148,0.7472742066720911,0.8502129235326791,0.7429618988400266,0.3459640443325043,1,1
25,train,0.13428555934143255,0.8745041703295525,0.8735166320492198,0.8161494232348845,0.9700738602597844,0.8864795670978879,0.9621740530099796,0.7769594038386551,0.859704211510343,0.7429618988400266,0.3459640443325043,1,1
25,val,0.1495426713587447,0.8246658566221142,0.8708628215409772,0.5949704142011835,0.9645083932853717,0.7359560841720036,0.9847422680412371,0.7772172497965826,0.8687585266030013,0.7429618988400266,0.3459640443325043,1,1
26,train,0.1331214650519057,0.8682647569630567,0.8681738343618696,0.802675585284281,0.9769056086379022,0.8812615955473099,0.9704398376658989,0.7594420600858369,0.85207300043338,0.7429618988400266,0.3459640443325043,1,1
26,val,0.1553461445927765,0.8120291616038882,0.8646188338182179,0.5765945330296127,0.9712230215827338,0.7236019296051456,0.9872827469266638,0.7580146460537022,0.8575899843505478,0.7429618988400266,0.3459640443325043,1,1
27,train,0.1302082469490493,0.8614035463882159,0.8616454970945868,0.7891296869625043,0.985649222308155,0.8765092465230017,0.9809892424156185,0.7376417718810186,0.8420872624224361,0.7429618988400266,0.3459640443325043,1,1
27,val,0.1548540182529359,0.7967193195625759,0.8567432140536554,0.5561613958560524,0.9784172661870504,0.709195202503042,0.990135905304691,0.7350691619202604,0.8437470813486505,0.7429618988400266,0.3459640443325043,1,1
28,train,0.1350653695998581,0.8608675143120564,0.8612025214479009,0.7880703683342496,0.9861977039171003,0.8760718855636828,0.98169375534645,0.7362073389787016,0.8414106606056163,0.7429618988400266,0.3459640443325043,1,1
28,val,0.1672156383750795,0.7979343863912515,0.8570815601383823,0.5577765607886089,0.9769784172661871,0.710127244204288,0.9895150720838795,0.7371847030105777,0.8449128042525413,0.7429618988400266,0.3459640443325043,1,1
29,train,0.1340908129675985,0.8665708956023929,0.865783755568825,0.801980198019802,0.9760282721621392,0.8804855096122454,0.9688192290651307,0.7555392389755108,0.8489892984542212,0.7429618988400266,0.3459640443325043,1,1
29,val,0.1620206511650746,0.8078979343863912,0.8607432686885479,0.571347678369196,0.9678657074340528,0.718533024746306,0.9857386121753938,0.7536208299430431,0.854191644378862,0.7429618988400266,0.3459640443325043,1,1
30,train,0.13383318847420514,0.868907995454448,0.8693523333347322,0.803290313430719,0.9756265610197227,0.8811107222027769,0.9692975318687279,0.7630781056497417,0.8539137914556054,0.7429618988400266,0.3459640443325043,1,1
30,val,0.1533460234994587,0.812636695018226,0.863916580324024,0.5777268823361008,0.9678657074340528,0.7235568304051632,0.9858560270213215,0.7599674532139952,0.8582981069656314,0.7429618988400266,0.3459640443325043,1,1
31,train,0.13002234578360114,0.8758335298784279,0.8754147915702759,0.8145768640468287,0.9745494918438807,0.8874112958102459,0.9679948448072173,0.7762800912966711,0.8616017015988336,0.7429618988400266,0.3459640443325043,1,1
31,val,0.14283233795536823,0.8252733900364521,0.8719034211198982,0.5956251847472658,0.9664268585131894,0.7370153621068033,0.9855580771611306,0.777379983726607,0.8691775836972344,0.7429618988400266,0.3459640443325043,1,1
32,train,0.13230187422443657,0.8633547031454363,0.8644261293325597,0.7905039566847147,0.9854194609094449,0.8772652864708714,0.981096090200258,0.7434327977556746,0.8458878436872778,0.7429618988400266,0.3459640443325043,1,1
32,val,0.15965573863734017,0.7991494532199271,0.8586874357308295,0.559145673603505,0.9793764988009592,0.7118703154959038,0.990607252075142,0.7379983726606998,0.8458453790916721,0.7429618988400266,0.3459640443325043,1,1
33,train,0.13277846410911767,0.8556358412487404,0.8562697834104075,0.7804753473168075,0.987676132201491,0.8719353304802663,0.9834404493080887,0.724863434619324,0.8345822175269636,0.7429618988400266,0.3459640443325043,1,1
33,val,0.1598378090964198,0.7896719319562576,0.8534499007791325,0.5472756410256411,0.9827338129496402,0.7030365414307771,0.9919750334373607,0.7241659886086249,0.8371743015708777,0.7429618988400266,0.3459640443325043,1,1
34,train,0.12751342109998276,0.8795643131284976,0.8799304694356236,0.8179127107324645,0.9753336203185536,0.8897135339969764,0.9697433731122611,0.7845273185526934,0.867357782133327,0.7429618988400266,0.3459640443325043,1,1
34,val,0.1396767813734991,0.8269744835965979,0.872884117441604,0.5981585981585982,0.965947242206235,0.7388114453411593,0.9853999588731236,0.7798209926769731,0.8706395348837208,0.7429618988400266,0.3459640443325043,1,1
35,train,0.1456238543999543,0.8278908209867278,0.8270291427785403,0.7466709346991037,0.9951789752122531,0.8531977541652189,0.9926618611598156,0.6588793103448276,0.7920412445918287,0.7429618988400266,0.3459640443325043,1,1
35,val,0.18701911094991144,0.7464155528554071,0.8268598790617627,0.4997578692493947,0.9899280575539569,0.6641995172968624,0.9948780487804878,0.6637917005695687,0.7962908735968764,0.7429618988400266,0.3459640443325043,1,1
36,train,0.13000951189421656,0.862432727974442,0.8623814490718344,0.7896359214987841,0.9882549616357323,0.8778509690439021,0.9842907923403279,0.7365079365079366,0.8425598743619944,0.7429618988400266,0.3459640443325043,1,1
36,val,0.15701042563266338,0.7956257594167679,0.8574368820647307,0.5545331529093369,0.9827338129496402,0.7089965397923875,0.9920617420066152,0.732139951179821,0.8425093632958802,0.7429618988400266,0.3459640443325043,1,1
37,train,0.1277481016399365,0.8680289028495465,0.8671775362247013,0.7987794366100058,0.9864174401771268,0.8827373354417116,0.9819119981855295,0.7479376322722757,0.8491014734364657,0.7429618988400266,0.3459640443325043,1,1
37,val,0.15291444340569135,0.7995139732685298,0.8595653013797262,0.5594749794913864,0.981294964028777,0.7126436781609196,0.9914716816094468,0.7378356387306754,0.8460533681657025,0.7429618988400266,0.3459640443325043,1,1
38,train,0.13791413269834,0.8431570145157486,0.8440991675114426,0.7628377258412067,0.9930519592611773,0.8628531788439544,0.9902270244020881,0.6951463757617079,0.8168548609198567,0.7429618988400266,0.3459640443325043,1,1
38,val,0.17144279764605322,0.7710814094775212,0.8424267258284504,0.5256704980842912,0.9870503597122302,0.686,0.9937427578215527,0.6978030919446705,0.819885277246654,0.7429618988400266,0.3459640443325043,1,1
39,train,0.1339657765789469,0.8517978515834388,0.8516333428420055,0.7753392528061652,0.9911337645093588,0.8700556474657843,0.9876741693461951,0.7121329211746522,0.8275707229456668,0.7429618988400266,0.3459640443325043,1,1
39,val,0.1660891016481279,0.7823815309842042,0.8499938535745855,0.5384615384615384,0.9870503597122302,0.696800406297613,0.9938747731397459,0.7129373474369406,0.8302852269496825,0.7429618988400266,0.3459640443325043,1,1
40,train,0.13262079752692996,0.8535560367932417,0.8548827733869544,0.7761173753566092,0.9896925075790386,0.8699889595309706,0.9861587670834545,0.7200730391948703,0.8323679560180641,0.7429618988400266,0.3459640443325043,1,1
40,val,0.1563222980006787,0.7863912515188335,0.8525205222315231,0.5431740163717983,0.9865707434052757,0.7006130790190735,0.9936979518343462,0.7184703010577705,0.8339629769550435,0.7429618988400266,0.3459640443325043,1,1
41,train,0.13214474670634818,0.8650700057891464,0.8653605992327769,0.7938833471875866,0.9852985427502902,0.8792941402129089,0.9807508301908032,0.7454226557152636,0.8470456699803127,0.7429618988400266,0.3459640443325043,1,1
41,val,0.15673727519891675,0.8034021871202917,0.8612183971293266,0.5646277331857182,0.9784172661870504,0.716040716040716,0.9902534113060428,0.7440195280716029,0.8496561977327634,0.7429618988400266,0.3459640443325043,1,1
42,train,0.1287299540077498,0.8694440275306075,0.8701066425657873,0.7991112044229827,0.9849902954496441,0.8823677143905879,0.9807319639001163,0.7552229896819306,0.8533301216427797,0.7429618988400266,0.3459640443325043,1,1
42,val,0.14786606591787838,0.8111786148238153,0.8654752357593176,0.5750636132315522,0.9755395683453237,0.7235859124866595,0.989132750905604,0.7554109031733116,0.8566156117364827,0.7429618988400266,0.3459640443325043,1,1
43,train,0.12830248345900913,0.863740646240271,0.8643388280135289,0.7913410332664776,0.9861667744020686,0.8780768566659632,0.9818858980870154,0.7425108816249893,0.8455837686793829,0.7429618988400266,0.3459640443325043,1,1
43,val,0.14977160736393377,0.7980558930741191,0.8582720154226496,0.5577080491132332,0.9803357314148681,0.7109565217391305,0.9910186199342825,0.7362082994304312,0.8448179271708685,0.7429618988400266,0.3459640443325043,1,1
44,train,0.12969915914990873,0.8613392225390767,0.8620832450577722,0.7871499742312318,0.9882667586920887,0.8763172490293955,0.9844872818524011,0.7358997314234557,0.8422336610475469,0.7429618988400266,0.3459640443325043,1,1
44,val,0.15278061603355522,0.7968408262454435,0.8579336693379227,0.5560988861722358,0.9817745803357314,0.7100242802636143,0.9916465157177402,0.7340927583401139,0.8436506452216196,0.7429618988400266,0.3459640443325043,1,1
45,train,0.13373901060629792,0.8515834387529749,0.8509621283403399,0.7757427893452759,0.990949067156214,0.8702384523095381,0.9873190573035052,0.7109751895244659,0.8266639955927281,0.7429618988400266,0.3459640443325043,1,1
45,val,0.1645459765688327,0.782138517618469,0.850148002021491,0.5381400208986415,0.988009592326139,0.6967698291899206,0.9943207632894139,0.7122864117168429,0.8299990518630891,0.7429618988400266,0.3459640443325043,1,1
46,train,0.12614168119063374,0.8668496322819957,0.8665641760475264,0.7953606828193832,0.9887053991614615,0.8815563608621018,0.9849854973554001,0.7444229529335913,0.847972972972973,0.7429618988400266,0.3459640443325043,1,1
46,val,0.15045540748867925,0.8036452004860267,0.8624902193786061,0.5646896551724138,0.9817745803357314,0.7169877408056041,0.9917480998914223,0.7432058584214809,0.8496744186046512,0.7429618988400266,0.3459640443325043,1,1
47,train,0.12742822857891892,0.8650056819400073,0.8640275090138196,0.7944558521560575,0.9876616746085772,0.8805856915256809,0.9833515127159997,0.740393343419062,0.8447502095970804,0.7429618988400266,0.3459640443325043,1,1
47,val,0.14954249254118918,0.8014580801944107,0.8613424963853165,0.5618316424458459,0.9827338129496402,0.71493370551291,0.9921448832642374,0.7399511798209927,0.8476882923191648,0.7429618988400266,0.3459640443325043,1,1
48,train,0.1347848844398098,0.8445292566307168,0.8452974749779583,0.764302287040106,0.9939652571231519,0.8641346099795761,0.9914991802780982,0.6966296928327645,0.8183116590242802,0.7429618988400266,0.3459640443325043,1,1
48,val,0.17054146648829357,0.7701093560145807,0.8427264372391428,0.5245235069885642,0.9899280575539569,0.6857142857142858,0.9951105937136205,0.6955248169243288,0.8187739463601532,0.7429618988400266,0.3459640443325043,1,1
49,train,0.12907709762575123,0.857436909024636,0.8578194555339067,0.7820281977237982,0.9899793566144848,0.873801886613396,0.9864566379911649,0.7256595544533287,0.8361952156882068,0.7429618988400266,0.3459640443325043,1,1
49,val,0.1542701559071118,0.7922235722964763,0.856426136552109,0.5501470981545867,0.9865707434052757,0.7063873626373626,0.9937653083945669,0.7262815296989422,0.8392252726588942,0.7429618988400266,0.3459640443325043,1,1
50,train,0.13142230695337948,0.8593023006496708,0.858814701535271,0.7860612030024114,0.9887640449438202,0.875837275307474,0.9847057455222145,0.7288653581267218,0.8376867517562087,0.7429618988400266,0.3459640443325043,1,1
